ID	Chr	Start	End	n_gene	gene_name
CNVR_944	29	29740161	29758973	1	KIRREL3
CNVR_945	29	30869036	30984935	NA	NA
CNVR_946	29	33487878	33541339	NA	NA
CNVR_947	29	35954618	35999607	NA	NA
CNVR_948	29	38641995	38693679	1	PAG19
CNVR_949	29	43306962	43329844	5	VPS51,TM7SF2,ZNHIT2,FAU,MRPL49
CNVR_950	29	45417677	45478834	4	GSTP1,NDUFV1,DOC2G,NUDT8
CNVR_951	29	46047863	46178866	4	PPP6R3,GAL,TESMIN,CPT1A
CNVR_952	29	46949252	47013097	1	FGF4
CNVR_953	29	47269242	47447458	3	ANO1,FADD,PPFIA1
CNVR_954	29	48646742	51072873	47	NAP1L4,PHLDA2,SLC22A18,CDKN1C,KCNQ1,TSSC4,CD81,TSPAN32,ASCL2,TH,INS,IGF2,MIR483,H19,MRPL23,TNNT3,LSP1,TNNI2,CTSD,MOB2,TOLLIP,AP2A2,MIR2409,CHID1,TSPAN4,POLR2L,CD151,PNPLA2,RPLP2,PIDD1,SLC25A22,CEND1,GATD1,TALDO1,TMEM80,MIR2410,CDHR5,IRF7,PHRF1,MIR210,RASSF7,HRAS,RNH1,SIGIRR,PKP3,IFITM3,IFITM1
